,utt,날씨 묻기,관광지 추천,숙소 추천,맛집 추천,인사,소개,활동 추천,카페 추천
5408,마라도 봄에 할만한 거 있나,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1653,제주도 위쪽 관광지 흠 추천 해주세요.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
430,제주공항 근처 바다 보이는 풀빌라 어디가 좋니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1195,제주도 갈만한 아 카페 말해볼래?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3972,현재 제주 서부 날씨 상황 알고 싶어.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2756,너 뭐 할수 먼저 있는지 말해줘.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
495,제주 오션뷰 펜션 어디가 좋을까?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1437,제주도 갈만한 카페 저기 말해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1684,서귀포시 관광지 추천 좀 어 해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5607,한림 겨울에 할만한 것 뭐 있어?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2819,음 너 뭐 할수 있는지 궁금해요.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4400,지금 제주공항 기온 궁금해요.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3939,이번에 제주 서부 기온 궁금해.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3680,가문동길 지역에서 유명한 보말 칼국수 음식점 추천해 주세요.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2031,제주시 음 관광지 추천 해줄랭.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5534,서귀포시 봄 할만한 거 알려 주세요.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4826,ㅎㅇ 나 제주도 여행 갈거야,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1891,제주도 남쪽 음 관광지 추천 해봐바.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3682,월랑로 지역에서 유명한 해물 뚝배기 음식점 어디에 있어?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1268,제주도 갈만한 카페 저기 뭐야,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4703,챗봇아 제주도 여행 정보를 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5333,표선 봄에 할 것 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1739,제주도 동쪽 관광지 추천 좀 음 해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,카페 있잖아 추천 해.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,제주공항 근처 가족끼리 갈만한 펜션 추천,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2586,사람들이 자주 쓰는 기능 보고 싶어.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3003,너 뭐 할수 있는지 소개해 음 주세요.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2886,너 뭐 저 할수 있는지 궁금해요.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4179,이번주 제주 서부 기상 정보 알려줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2263,섬 음 위쪽 관광지 추천 해볼래.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4486,안녕 챗봇,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5294,서귀포 여름 놀거리 알려주세요.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2382,기능 아 알려줘라.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
632,제주 동부 감성 펜션 어디가 괜찮니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
577,서귀포 분위기 좋은 독채 추천,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3289,연북로 맛있는 우럭 식당 어디가 좋을까?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2942,너 우선 뭐 할수 있는지 궁금해.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2823,너 일단 뭐 할수 있는지 말해.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2076,제주도 위쪽 관광지 음 추천 해줄랭.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
787,그 카페 추천 해볼래?.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1080,있잖아 카페 추천 하라니까.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3823,저번주 제주 서부 날씨 상황 어때요?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
233,서귀포 감성 잘 곳 어디가 괜찮니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2537,있잖아 기능 알려주세요.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4093,현재 애월 기상 정보 궁금해요.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3359,고성리 지역에서 유명한 고등어회 음식점 추천 좀.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2193,서귀포쪽 관광지 추천 흠 해줘봐라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,섬 흠 위쪽 관광지 추천 해봐바.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3224,구좌읍 유명한 몸국 음식집 추천해줘.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5368,서귀포시 여름 체험 뭐 있어,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3759,다음주 서귀포 날씨 알고 싶어요.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2722,챗봇 기능 궁금해.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1995,어 섬 아래쪽 관광지 추천 해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
784,있잖아 카페 추천 해볼래?.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2894,너 뭐 할수 있는지 있잖아 알려주세요.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2584,사람들이 많이 쓰는 기능 보고 싶어.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5520,구좌 가을 할만한 것 뭐 있어?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2132,섬 음 아래쪽 관광지 추천 ㄱㄱ.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1675,아 제주시 관광지 추천 좀 해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
785,카페 추천 일단 해보라니까.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4387,이번주 성산일출봉 근처 날씨 상태 어떠니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
524,성산일출봉 근처 한달살기 머무를 곳,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
714,성산일출봉 근처 바다 보이는 게스트하우스 어디가 괜찮니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1973,제주 관광지 추천 어 해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5075,구좌 겨울 재밌는 것 있나?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
686,독채펜션 추천 서귀포 오션뷰,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5448,남원 봄 할 만한 것 뭐 있어?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4408,지금 제주공항 근처 날씨 상황 알고 싶어.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
500,하귀 오션뷰 펜션 어디가 괜찮아?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2612,제일 편리한 기능 뭐 있어?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1621,서귀포 관광지 아 추천 해주세요.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2166,어 제주시 관광지 추천 해줘봐라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3160,구좌해안로 근처에 있는 갈치회 식당 어디에 있어?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4951,서귀포 겨울 할 만한 것 뭐 있어?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
857,카페 그런데 추천 해주라.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3720,가문동길 지역에서 유명한 고기국수 음식점 추천 ㄱㄱ.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1361,제주도 좀 갈만한 카페 있을까?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292,추천 우도 한달살기 펜션,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2539,흠 기능 부탁해.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2097,제주도 남쪽 관광지 추천 아 해줄랭.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
561,제주 가족끼리 갈만한 풀빌라 알려줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5349,한림 봄에 체험 뭐있어,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3015,너 일단 뭐 할수 있는지 말해볼래?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1682,서귀포시 관광지 흠 추천 좀 해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
93,제주공항 근처 바다 보이는 게스트하우스 어디가 괜찮니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2652,제일 편리한 기능 소개해 봐.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2438,기능 일단 알려줄래?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
661,서귀포 감성 펜션 뭐지 좀 추천해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4211,현재 제주공항 근처 날씨 알고 싶어.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1061,카페 그 추천 해보라니까.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4616,ㅎㅇ 정보 줘,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3152,중앙로 근처에 있는 해물탕 식당 추천 부탁해.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2997,너 뭐 할수 있는지 아 소개해 주세요.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3755,내일 모레 제주 서부 날씨 상황 어때요?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2897,우선 너 뭐 할수 있는지 궁금해.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
279,성산일출봉 근처 편안한 머무를 곳 추천,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3391,구좌해안로 유명한 고등어회 음식집 알려줄래?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2931,너 뭐 할수 있는지 소개해 저 주세요.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1939,제주도 위쪽 음 관광지 추천 해라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3211,문주란로 유명한 고등어회 음식집 어디가 좋을까?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5340,한경 여름 할만한 것 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1956,제주도 북쪽 관광지 추천 아 해라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
861,카페 그 추천 해.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3275,함덕리 사골해장국 식당 추천 부탁해.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
938,카페 추천 좀 해봐.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4106,내일 모레 제주공항 근처 날씨 상황 궁금하다.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,음 제주 감성 풀빌라 추천 좀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1063,흠 카페 추천 해봐봐.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2394,기능 근데 알려주세요.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5584,성산 겨울 할 거 추천.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3801,이번주 애월 날씨 상황 알고 싶어요.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
224,제주 서부 오션뷰 게스트하우스 어디가 예뻐?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1523,제주도 동쪽 관광지 추천 어 해주라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
436,제주 한달살기 호텔 추천 좀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5096,한림 겨울 할 거 있나?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1043,카페 일단 추천 하라니까.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1358,제주도 갈만한 좀 카페 있을까?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3414,낙원로 대표하는 삼겹살 음식점 알려줄래?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4976,구좌 봄 할 거 알려줘.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
602,분위기 좋은 펜션 어디가 괜찮니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4353,저번주 제주 동부 날씨 말해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3809,이번에 제주공항 날씨 상태 알려 줄래?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5275,안덕 여름 할만한 거 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1338,제주도 저기 갈만한 카페 있니?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3426,오남로 가성비 좋은 보말 칼국수 식당 추천해 줘요.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1853,서귀포쪽 관광지 추천 아 해봐바.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2463,기능 음 궁금해.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3611,연동 근처에 있는 고등어회 음식집 알려줘.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3784,이번에 서귀포 날씨 알고 싶어.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2079,제주도 흠 동쪽 관광지 추천 해줄랭.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3239,동문로 비빔국수 식당 추천 부탁해.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4695,방가방가 정보 좀 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2726,모든 기능 좀 보여줘.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3732,국립제주박물관 흑돼지 만두 음식집 알려줄래?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2105,서귀포시 관광지 추천 아 ㄱㄱ.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3379,한림리 지역에서 유명한 자리물회 음식집 어디가 좋을까?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
464,우도 한달살기 게스트하우스 어디가 좋니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
568,우도 마당 있는 머무를 곳 어디가 예뻐?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
725,카페 추천 그 해.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5093,남원 봄에 할 만한 거 뭐 있어?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1818,제주도 북쪽 어 관광지 추천 해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1526,제주도 서쪽 음 관광지 추천 해주라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4346,내일 모레 제주 기상 정보 알고 싶어요.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
395,하귀 마당 있는 독채펜션 어디가 괜찮아? 어,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3963,오늘 제주공항 근처 날씨 궁금해요.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
813,카페 아 추천 해볼래?.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1143,제주도 갈만한 근데 카페 말해볼래?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1035,카페 추천 그니까 해볼래?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3762,지금 우도 기상 정보 알고 싶어요.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1823,제주도 남쪽 흠 관광지 추천 해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5286,조천 여름 체험 있나?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5550,대정 여름 할만한 거 있나,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2204,아 제주도 아래쪽 관광지 추천 해줘봐라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1815,제주도 서쪽 관광지 추천 아 해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2334,우선 기능 부탁해.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1962,흠 제주시 관광지 추천 해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2619,많이 쓰는 기능 알려줘.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
773,카페 그러니까 추천 해줄래?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2560,챗봇 기능 부탁해.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2434,기능 아 알려주세요.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4590,하이루 제주도 관광 챗봇아,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3722,서사로 지역에서 유명한 고등어회 음식점 추천해 줘요.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3313,서귀동 대표하는 흑돼지 튀김 음식점 추천 좀.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3366,근처에 있는 고사리육개장 식당 추천해줘.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201,제주 서부 마당 있는 펜션 어디에 있어?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4444,이번에 성산일출봉 근처 날씨 상태 말해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2070,제주도 아래쪽 흠 관광지 추천 해줄랭.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,어 서귀포쪽 관광지 추천 해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2654,많이 쓰는 기능 궁금해.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4063,이번주 제주공항 날씨 상황 말해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2403,기능 우선 소개해봐.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5270,서귀포 겨울 체험 알려줘.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5164,제주도 여름 할 만한 거 추천해줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
790,카페 추천 음 해라.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
139,서귀포 가족끼리 갈만한 풀빌라 알려줄래?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1886,제주도 북쪽 흠 관광지 추천 해봐바.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
338,우도 분위기 좋은 풀빌라 추천 흠 좀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
260,제주공항 근처 오션뷰 풀빌라 추천해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3839,이번주 서귀포 날씨 궁금해.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
719,흠 카페 추천 하라니까.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5434,안덕 여름에 할 만한 것 있냐,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2928,너 뭐 저 할수 있는지 말해볼래?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
376,하귀 가족끼리 갈만한 풀빌라 어디에 있어?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5175,애월 여름 할 만한 것 알려 주세요,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3207,노형동 대표하는 흑돼지 구이 음식집 어디가 괜찮니?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3112,우도 지역에서 유명한 고기국수 식당 어디에 있어?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
302,하귀 감성 모텔 어디가 좋을까?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1075,카페 그니까 추천 해.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4801,너 제주도 관광 챗봇 맞아?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4388,이번에 성산일출봉 근처 기상 정보 어때요?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2159,제주도 북쪽 관광지 어 추천 ㄱㄱ.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
362,우도 괜찮은 독채펜션 어디가 괜찮니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4857,계획 세우는거 도와줘,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1565,서귀포쪽 관광지 흠 추천 해봐.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2243,제주 아 관광지 추천 해볼래.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4395,저번주 제주 동부 날씨 상황 말해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
953,카페 추천 그러니까 ㄱㄱ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
481,제주 동부 게스트하우스,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4965,제주 가을 할 만한 거 뭐 있어?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5525,안덕 겨울 할만한 것 뭐 있을까?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4877,안녕하세요 계획 세우는거 도와주세요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4367,이번에 애월 날씨 알고 싶어.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5302,한경 겨울에 활동 뭐있을까?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5057,우도 겨울 활동 알려주세요.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
709,제주 서부 가족끼리 갈만한 독채 어디가 좋아?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2708,가장 편리한 기능 좀 알려줘.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4210,이번에 서귀포 날씨 어떤지 알려줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3954,내일 모레 성산일출봉 근처 날씨 상황 궁금해요.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3067,연북로 오겹살 음식집 어디가 괜찮아?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
130,제주공항 한달살기 독채 어디가 좋아?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4619,ㅎㅇ 정보 좀 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4806,너 제주도 잘 알아?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3155,신북로 맛있는 몸국 음식집 좀 추천해줘.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
490,제주공항 뭐지 가족끼리 갈만한 펜션 어디가 예뻐?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
89,애월 감성 독채펜션 어디가 예뻐?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1635,아 섬 위쪽 관광지 추천 해주세요.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,섬 위쪽 흠 관광지 추천 해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3544,삼도이동 우럭 음식점 추천 ㄱㄱ.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
351,성산일출봉 근처 가족끼리 갈만한 머무를 곳 추천해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3473,중앙로 맛있는 갈치호박국 음식점 어디가 좋니?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2407,우선 기능 알려줘라.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5411,애월 가을에 할 만한 것 알려 주세요.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4490,안녕 제주도 관광 챗봇아,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1942,아 제주도 동쪽 관광지 추천 해라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
399,제주공항 근처 괜찮은 독채펜션 알려줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4111,이번주 제주공항 기상 정보 알려 줄래?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2908,너 뭐 할수 있는지 근데 알려주세요.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5591,조천 봄 액티비티 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1049,카페 추천 그니까 해보라니까.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3132,성산읍 대표하는 삼계탕 음식점 어디가 괜찮니?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1821,흠 제주도 남쪽 관광지 추천 해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,좀 카페 추천 해볼래?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2961,너 뭐 할수 근데 있는지 소개해 주세요.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4434,내일 제주 날씨 어떠니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024,제주도 북쪽 관광지 추천 음 해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4980,애월 봄에 활동 추천해 줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2635,제일 많이 쓰이는 기능 뭐 있어?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
421,하귀 마당 있는 머무를 곳 좀 추천해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1401,제주도 저기 갈만한 카페 뭐야,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5459,조천 겨울 체험 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2083,흠 제주도 서쪽 관광지 추천 해줄랭.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
963,카페 일단 추천 해보라니까.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1101,저 카페 추천 하라니까.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2821,음 너 뭐 할수 있는지 소개해 줘.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4564,하이 여행 정보를 좀 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4822,안녕 나 제주도 여행 갈거야,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
435,가족끼리 갈만한 잘 곳 어디가 괜찮아?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
